"run","final_fitness","evaluations","runtime"
1,100,100000,18.8517439365387
2,100,100000,18.5500674247742
3,100,100000,18.8973562717438
4,100,100000,18.990602016449
5,100,100000,19.3137369155884
6,100,100000,19.5211839675903
7,100,100000,19.2177543640137
8,100,100000,19.042888879776
9,100,100000,20.3980193138123
10,100,100000,19.5469312667847
