"run_1","run_2","run_3","run_4","run_5","run_6","run_7","run_8","run_9","run_10"
23901552233.153,19018316943.2144,20487372191.1396,14645593612.2647,25299490442.1317,15563631543.5094,20825394633.9526,29039226762.2381,8282342989.81783,22094055539.1688
12022069554.0288,16342425279.3529,15324221824.1724,13287326306.1204,17385916501.8282,10182854124.4402,11076452793.9571,20714649899.1501,5449525675.58732,9926422400.14674
9038971026.97181,16342425279.3529,8816365129.76618,4900574407.70837,13223827705.3384,5399839848.69791,8911159639.98984,11068841257.3188,3116026489.80308,9877317301.68637
8174112048.39678,14557408545.134,7787098778.35909,4900574407.70837,7414038204.46655,4865636141.67112,8911159639.98984,11068841257.3188,3116026489.80308,9877317301.68637
6370253118.71154,14353354277.4759,7787098778.35909,3382095436.54849,5373089755.09089,4865636141.67112,6782207349.39302,11068841257.3188,2258052085.66808,9877317301.68637
5838608203.93551,14353354277.4759,4183557226.53609,2163609504.79318,5373089755.09089,3385532708.51992,6227699428.03279,9071683682.08145,2258052085.66808,8589537114.87681
5756314093.07118,12317879042.7604,4183557226.53609,1707745438.3263,5373089755.09089,2496091767.17334,6227699428.03279,5154075138.6181,2258052085.66808,8589537114.87681
3200249020.28138,12307190532.2192,4183557226.53609,1707745438.3263,5373089755.09089,1930789307.87256,6013361643.21635,5145530644.86985,2258052085.66808,7330242574.80717
3144162186.57629,9614135627.51857,4183557226.53609,1146588133.62648,5373089755.09089,1930789307.87256,3329446830.98442,5145530644.86985,2078592983.04187,6618234178.29713
3144162186.57629,6899609787.7741,4183557226.53609,1146588133.62648,5373089755.09089,1930789307.87256,3329446830.98442,3467502605.95393,1444345874.05985,5460977779.04923
1483823808.38373,6899609787.7741,3998534637.14056,1146588133.62648,3750763961.09283,1522742712.07051,3329446830.98442,3467502605.95393,820938815.106485,5231135960.95375
1483823808.38373,5544565315.45555,2936244866.18142,1146588133.62648,3750763961.09283,1522742712.07051,3329446830.98442,3467502605.95393,820938815.106485,5231135960.95375
1144407461.80624,4675802450.12585,2936244866.18142,1146588133.62648,3750763961.09283,1522742712.07051,3329446830.98442,3467502605.95393,684592962.610734,5141891481.10078
1144407461.80624,2495615889.99597,1960530907.57671,1146588133.62648,2091971224.83297,1522742712.07051,2602440806.02261,3467502605.95393,684592962.610734,4846902845.76779
1144407461.80624,2495615889.99597,1960530907.57671,1146588133.62648,2091971224.83297,1522742712.07051,1783444305.42836,3467502605.95393,684592962.610734,4166225064.76689
1144407461.80624,2293367133.5893,1960530907.57671,1146588133.62648,2091971224.83297,1522742712.07051,1244234465.00356,3467502605.95393,684592962.610734,3853596913.7372
1122940968.36226,2128624183.19134,1960530907.57671,1146588133.62648,2091971224.83297,1522742712.07051,1244234465.00356,3150403489.84636,684592962.610734,2527993371.23442
582873248.273294,1091973418.81992,1960530907.57671,866926482.491169,2091971224.83297,1522742712.07051,1244234465.00356,2407036342.556,684592962.610734,2527993371.23442
